nation,worldCupYear,playerName,playerId,jerseyNumber,rating,position,attack,defense,isLegendary
NED,2014,De Jong,nigel-de-jong,6,82,CM,37,37,false
NED,2014,Janmaat,daryl-janmaat,7,79,RB,9,79,false
NED,2014,De Guzman,jonathan-de-guzman,8,77,CM,35,35,false
NED,2014,Van Persie,robin-van-persie,9,90,ST,90,11,true
NED,2014,Sneijder,wesley-sneijder,10,88,CM,40,40,true
NED,2014,Robben,arjen-robben,11,91,RW,91,11,true
NED,2014,Verhaegh,paul-verhaegh,12,75,RB,9,75,false
NED,2014,Veltman,joel-veltman,13,76,CB/RB,9,76,false
NED,2014,Kuyt,dirk-kuyt,15,81,RM/ST,81,36,false
NED,2014,Clasie,jordy-clasie,16,75,CM/RM,34,34,false
NED,2014,Lens,jeremain-lens,17,76,LW/RW,76,9,false
NED,2014,Fer,leroy-fer,18,76,CM/RM,34,34,false
NED,2014,Huntelaar,klaas-jan-huntelaar,19,84,ST,84,10,false
NED,2014,Wijnaldum,georginio-wijnaldum,20,82,CM/RM/LM,37,37,false
NED,2014,Depay,memphis-depay,21,80,LW/RW,80,10,false
NED,2014,Vorm,michel-vorm,22,78,GK,0,78,false
NED,2014,Krul,tim-krul,23,80,GK,0,80,false
NED,2026,Verbruggen,bart-verbruggen,1,80,GK,0,80,false
NED,2026,Timber,jurrien-timber,2,83,RB/CB,10,83,false
NED,2026,De Roon,marten-de-roon,3,76,CM/RM,34,34,false
NED,2026,Van Dijk,virgil-van-dijk,4,89,CB,11,89,true
NED,2026,Aké,nathan-ake,5,83,CB/LB,10,83,false
NED,2026,Van Hecke,jan-paul-van-hecke,6,76,CB,9,76,false
NED,2026,Kluivert,justin-kluivert,7,78,RW/ST,78,9,false
NED,2026,Gravenberch,ryan-gravenberch,8,85,CM/RM,38,38,false
NED,2026,Weghorst,wout-weghorst,9,78,ST,78,9,false
NED,2026,Depay,memphis-depay,10,84,ST/LW,84,10,false
NED,2026,Gakpo,cody-gakpo,11,86,LW/ST,86,10,false
NED,2026,Wieffer,mats-wieffer,12,75,CM/RM,34,34,false
NED,2026,Roefs,robin-roefs,13,71,GK,0,71,false
NED,2026,Reijnders,tijjani-reijnders,14,85,CM/LM,38,38,false
NED,2026,Van de Ven,micky-van-de-ven,15,83,CB/LB,10,83,false
NED,2026,Til,guus-til,16,73,CM/RM,33,33,false
NED,2026,Lang,noa-lang,17,77,LW/LM,77,35,false
NED,2026,Malen,donyell-malen,18,80,RW/ST,80,10,false
NED,2026,Brobbey,brian-brobbey,19,75,ST,75,9,false
NED,2026,Koopmeiners,teun-koopmeiners,20,80,CM/RM,36,36,false
NED,2026,De Jong,frenkie-de-jong,21,87,CM,39,39,false
NED,2026,Dumfries,denzel-dumfries,22,83,RB/RM,37,83,false
NED,2026,Flekken,mark-flekken,23,76,GK,0,76,false
NED,2026,Summerville,crysencio-summerville,24,76,LW/RW,76,9,false
NED,2026,Hato,jorrel-hato,25,78,LB/CB,9,78,false
NED,2026,Q. Timber,quinten-timber,26,76,CM/RM,34,34,false
NGA,1994,Rufai,peter-rufai,1,79,GK,0,79,false
NGA,1994,Eguavoen,augustine-eguavoen,2,76,RB/RM,34,76,false
NGA,1994,Iroha,benedict-iroha,3,75,LB/LM,34,75,false
NGA,1994,Keshi,stephen-keshi,4,78,CB/CM,35,78,false
NGA,1994,Okechukwu,uche-okechukwu,5,76,CB,9,76,false
NGA,1994,Nwanu,chidi-nwanu,6,72,CB/RB,9,72,false
NGA,1994,Finidi,finidi-george,7,83,RW/ST,83,10,false
NGA,1994,Oliha,thompson-oliha,8,74,RM/CM,33,33,false
NGA,1994,Yekini,rashidi-yekini,9,83,ST,83,10,false
NGA,1994,Okocha,jay-jay-okocha,10,85,RM/CM,38,38,true
NGA,1994,Amunike,emmanuel-amunike,11,82,LW/LM,82,37,false
NGA,1994,Siasia,samson-siasia,12,73,CM/ST,73,33,false
NGA,1994,Ezeugo,emeka-ezeugo,13,71,CB/RM,32,71,false
NGA,1994,Amokachi,daniel-amokachi,14,82,ST/RW,82,10,false
NGA,1994,Oliseh,sunday-oliseh,15,77,RM/CM,35,35,false
NGA,1994,Agu,alloysius-agu,16,68,GK,0,68,false
NGA,1994,Ikpeba,victor-ikpeba,17,78,ST/LW,78,9,false
NGA,1994,Ekoku,efan-ekoku,18,75,ST/RW,75,9,false
NGA,1994,Emenalo,michael-emenalo,19,71,LB/CB,9,71,false
NGA,1994,Okafor,uche-okafor,20,72,CB,9,72,false
NGA,1994,Adepoju,mutiu-adepoju,21,74,RM/CM,33,33,false
NGA,1994,Agbonavbare,wilfred-agbonavbare,22,66,GK,0,66,false
NGA,1998,Rufai,peter-rufai,1,82,GK,0,82,false
NGA,1998,Oparaku,mobi-oparaku,2,73,RB/CB,9,73,false
NGA,1998,Babayaro,celestine-babayaro,3,80,LB/CB,10,80,false
NGA,1998,Kanu,nwankwo-kanu,4,88,ST/LW,88,11,true
NGA,1998,Okechukwu,uche-okechukwu,5,78,CB,9,78,false
NGA,1998,West,taribo-west,6,84,CB/LB,10,84,false
NGA,1998,Finidi,finidi-george,7,85,RW/RM,85,38,false
NGA,1998,Adepoju,mutiu-adepoju,8,76,CM/RM,34,34,false
NGA,1998,Yekini,rashidi-yekini,9,79,ST,79,9,false
NGA,1998,Okocha,jay-jay-okocha,10,89,CM/LW,89,40,true
NGA,1998,Lawal,garba-lawal,11,79,CM/RM,36,36,false
NGA,1998,W. Okpara,willy-okpara,12,70,GK,0,70,false
NGA,1998,Babangida,tijani-babangida,13,80,LW/CM,80,36,false
NGA,1998,Amokachi,daniel-amokachi,14,82,ST,82,10,false
NGA,1998,Oliseh,sunday-oliseh,15,81,CM/CB,36,81,false
NGA,1998,Okafor,uche-okafor,16,72,CB/RB,9,72,false
NGA,1998,Eguavoen,augustine-eguavoen,17,74,RB/CB,9,74,false
NGA,1998,Oruma,wilson-oruma,18,77,CM/LM,35,35,false
NGA,1998,Iroha,benedict-iroha,19,72,LB/CB,9,72,false
NGA,1998,Ikpeba,victor-ikpeba,20,81,ST/LW,81,10,false
NGA,1998,G. Okpara,godwin-okpara,21,71,CB/RB,9,71,false
NGA,1998,Baruwa,abiodun-baruwa,22,68,GK,0,68,false
NGA,2014,Enyeama,vincent-enyeama,1,84,GK,0,84,true
NGA,2014,Yobo,joseph-yobo,2,80,CB,10,80,false
NGA,2014,Uzoenyi,ejike-uzoenyi,3,73,LM/LW,73,33,false
NGA,2014,Gabriel,reuben-gabriel,4,73,CM/RM,33,33,false
NGA,2014,Ambrose,efe-ambrose,5,79,CB,9,79,false
NGA,2014,Egwuekwe,azubuike-egwuekwe,6,74,CB,9,74,false
NGA,2014,Musa,ahmed-musa,7,83,LW/RW,83,10,false
NGA,2014,Odemwingie,peter-odemwingie,8,79,ST/RW,79,9,false
NGA,2014,Emenike,emmanuel-emenike,9,81,ST,81,10,false
NGA,2014,Mikel,john-obi-mikel,10,83,CM,37,37,true
NGA,2014,Moses,victor-moses,11,82,RW/LW,82,10,false
NGA,2014,Odunlami,kunle-odunlami,12,70,RB/CB,8,70,false
NGA,2014,Oshaniwa,juwon-oshaniwa,13,74,LB/CB,9,74,false
NGA,2014,Oboabona,godfrey-oboabona,14,76,CB,9,76,false
NGA,2014,Ejide,austin-ejide,16,72,GK,0,72,false
NGA,2014,Onazi,ogenyi-onazi,17,78,CM,35,35,false
NGA,2014,Babatunde,michael-babatunde,18,72,LM/LW,72,32,false
NGA,2014,Nwofor,uche-nwofor,19,73,ST,73,9,false
NGA,2014,Uchebo,michael-uchebo,20,72,ST/LW,72,9,false
NGA,2014,Agbim,chigozie-agbim,21,70,GK,0,70,false
NGA,2014,Omeruo,kenneth-omeruo,22,77,CB/RB,9,77,false
NGA,2014,Ameobi,shola-ameobi,23,75,ST,75,9,false
PAR,1986,Fernández,roberto-fernandez,1,76,GK,0,76,false
PAR,1986,Torales,juan-torales,2,74,RB,9,74,false
PAR,1986,Zabala,cesar-zabala,3,72,CB,9,72,false
PAR,1986,Schettina,vladimiro-schettina,4,75,CB,9,75,false
PAR,1986,Delgado,rogelio-delgado,5,76,CB,9,76,false
PAR,1986,Nunes,jorge-amado-nunes,6,75,CM/RM,34,34,false
PAR,1986,Ferreira,buenaventura-ferreira,7,73,LW/LM,73,33,false
PAR,1986,Romero,julio-cesar-romero,8,82,CM,37,37,true
PAR,1986,Cabañas,roberto-cabanas,9,84,ST,84,10,true
PAR,1986,Cañete,adolfino-canete,10,76,CM/RW,76,34,false
PAR,1986,Mendoza,alfredo-mendoza,11,73,LW/ST,73,9,false
PAR,1986,Battaglia,jorge-battaglia,12,68,GK,0,68,false
PAR,1986,Cáceres,virginio-caceres,13,72,CB/LB,9,72,false
PAR,1986,Caballero,luis-caballero,14,70,RB/CB,8,70,false
PAR,1986,Cabral,eufemio-cabral,15,72,ST,72,9,false
PAR,1986,Guasch,jorge-guasch,16,70,CM/LM,32,32,false
PAR,1986,Alcaraz,francisco-alcaraz,17,71,RW/ST,71,9,false
PAR,1986,Isasi,evaristo-isasi,18,73,RW/LW,73,9,false
PAR,1986,Chilavert,rolando-chilavert,19,72,LM/RM,32,32,false
PAR,1986,Hicks,ramon-hicks,20,73,ST/LW,73,9,false
PAR,1986,Alonso,faustino-alonso,21,70,LW/RW,70,8,false
PAR,1986,Coronel,julian-coronel,22,66,GK,0,66,false
PAR,1998,Chilavert,jose-luis-chilavert,1,89,GK,22,89,true
PAR,1998,Arce,francisco-arce,2,78,RB/RM,35,78,false
PAR,1998,Rivarola,catalino-rivarola,3,74,CB/LB,9,74,false
PAR,1998,Gamarra,carlos-gamarra,4,84,CB,10,84,true
PAR,1998,Ayala,celso-ayala,5,80,CB,10,80,false
PAR,1998,Aguilera,edgar-aguilera,6,68,CB/LB,8,68,false
PAR,1998,Yegros,julio-cesar-yegros,7,72,CM/LM,32,32,false
PAR,1998,A. Rojas,aristides-rojas,8,70,ST/LW,70,8,false
PAR,1998,Cardozo,jose-cardozo,9,82,ST,82,10,false
PAR,1998,Acuña,roberto-acuna,10,80,CM/LM,36,36,false
PAR,1998,Sarabia,pedro-sarabia,11,74,CB/RB,9,74,false
PAR,1998,Aceval,danilo-aceval,12,67,GK,0,67,false
PAR,1998,Paredes,carlos-paredes,13,75,CM/RM,34,34,false
PAR,1998,R. Rojas,ricardo-rojas,14,72,CB/RB,9,72,false
PAR,1998,M. Benítez,miguel-angel-benitez,15,76,ST/LW,76,9,false
PAR,1998,Enciso,julio-cesar-enciso,16,71,CM/RM,32,32,false
PAR,1998,Brizuela,hugo-brizuela,17,71,ST/RW,71,9,false
PAR,1998,C. Ramírez,cesar-ramirez,18,69,ST/LW,69,8,false
PAR,1998,Morales,carlos-morales,19,68,CM/LM,31,31,false
PAR,1998,Caniza,denis-caniza,20,77,RB/RM,35,77,false
PAR,1998,J. Campos,jorge-luis-campos,21,70,CM/LM,32,32,false
PAR,1998,Ruiz Díaz,ruben-ruiz-diaz,22,67,GK,0,67,false
PAR,2010,Villar,justo-villar,1,80,GK,0,80,false
PAR,2010,Verón,dario-veron,2,73,CB,9,73,false
PAR,2010,Morel,claudio-morel,3,76,LB/CB,9,76,false
PAR,2010,Caniza,denis-caniza,4,75,RB/CB,9,75,false
PAR,2010,J.C. Cáceres,julio-cesar-caceres,5,77,CB,9,77,false
PAR,2010,Bonet,carlos-bonet,6,74,RB/RM,33,74,false
PAR,2010,Cardozo,oscar-cardozo,7,81,ST/RW,81,10,false
PAR,2010,É. Barreto,edgar-barreto,8,76,CM/RM,34,34,false
PAR,2010,Santa Cruz,roque-santa-cruz,9,82,ST/LW,82,10,false
PAR,2010,Benítez,edgar-benitez,10,73,RW/LW/ST,73,9,false
PAR,2010,Santana,jonathan-santana,11,75,LM/CM,34,34,false
PAR,2010,D. Barreto,diego-barreto,12,71,GK,0,71,false
PAR,2010,Vera,enrique-vera,13,74,CM/RM,33,33,false
PAR,2010,Da Silva,paulo-da-silva,14,78,CB,9,78,false
PAR,2010,V. Cáceres,victor-caceres,15,74,CM/RM,33,33,false
PAR,2010,Riveros,cristian-riveros,16,79,CM/LM,36,36,false
PAR,2010,Torres,aureliano-torres,17,72,LB/RB,9,72,false
PAR,2010,Valdez,nelson-haedo-valdez,18,80,LW/ST,80,10,false
PAR,2010,Barrios,lucas-barrios,19,78,ST/LW,78,9,false
PAR,2010,Ortigoza,nestor-ortigoza,20,73,CM,33,33,false
PAR,2010,Alcaraz,antolin-alcaraz,21,75,CB,9,75,false
PAR,2010,Bobadilla,aldo-bobadilla,22,70,GK,0,70,false
PAR,2010,Gamarra,rodolfo-gamarra,23,68,ST/RW,68,8,false
PER,1970,Rubiños,luis-rubinos,1,75,GK,0,75,false
PER,1970,Campos,eloy-campos,2,74,RB/CB,9,74,false
PER,1970,De la Torre,orlando-de-la-torre,3,74,CB/RB,9,74,false
PER,1970,Chumpitaz,hector-chumpitaz,4,82,CB/CM,37,82,true
PER,1970,Fuentes,nicolas-fuentes,5,75,LB/CB,9,75,false
PER,1970,Mifflin,ramon-mifflin,6,78,CM/LM,35,35,false
PER,1970,Challe,roberto-challe,7,79,CM/RM,36,36,false
PER,1970,Baylón,julio-baylon,8,76,RW/LM,76,34,false
PER,1970,León,pedro-pablo-leon,9,79,ST/LW,79,9,false
PER,1970,Cubillas,teofilo-cubillas,10,85,CM/ST,85,38,true
PER,1970,Gallardo,alberto-gallardo,11,78,LW/LM,78,35,false
PER,1970,Correa,ruben-correa,12,69,GK,0,69,false
PER,1970,P. González,pedro-gonzalez,13,72,CM/RM,32,32,false
PER,1970,Fernández,jose-fernandez,14,72,CB/RB,9,72,false
PER,1970,J. González,javier-gonzalez,15,71,CM/LM,32,32,false
PER,1970,Salinas,felix-salinas,16,70,CB/LB,8,70,false
PER,1970,Cruzado,luis-cruzado,17,74,CM/RM,33,33,false
PER,1970,Del Castillo,jose-del-castillo,18,72,ST/RW,72,9,false
PER,1970,Reyes,eladio-reyes,19,70,ST/LW,70,8,false
PER,1970,Sotil,hugo-sotil,20,79,ST/CM,79,36,false
PER,1970,Goyzueta,jesus-goyzueta,21,68,GK,0,68,false
PER,1970,Ramírez,oswaldo-ramirez,22,76,ST/RW,76,9,false
PER,1978,Sartor,ottorino-sartor,1,76,GK,0,76,false
PER,1978,Duarte,jaime-duarte,2,74,RB/RM,33,74,false
PER,1978,Manzo,rodolfo-manzo,3,74,CB/RB,9,74,false
PER,1978,Chumpitaz,hector-chumpitaz,4,80,CB/CM,36,80,true
PER,1978,Díaz,ruben-toribio-diaz,5,75,LB/CB,9,75,false
PER,1978,Velásquez,jose-velasquez,6,76,CM/RM,34,34,false
PER,1978,Muñante,juan-munante,7,78,RW/LM,78,35,false
PER,1978,Cueto,cesar-cueto,8,80,CM/LM,36,36,false
PER,1978,Percy Rojas,percy-rojas,9,75,ST/CM,75,34,false
PER,1978,Cubillas,teofilo-cubillas,10,85,CM/RM,38,38,true
PER,1978,Oblitas,juan-carlos-oblitas,11,78,LW/ST,78,9,false
PER,1978,Mosquera,roberto-mosquera,12,70,ST/LW,70,8,false
PER,1978,Cáceres,juan-caceres,13,68,GK,0,68,false
PER,1978,Navarro,jose-navarro,14,71,RB/CB,9,71,false
PER,1978,Leguía,german-leguia,15,72,CM/RM,32,32,false
PER,1978,Gorriti,raul-gorriti,16,70,CM/LM,32,32,false
PER,1978,Quesada,alfredo-quesada,17,75,CM/RM,34,34,false
PER,1978,Labarthe,ernesto-labarthe,18,68,CM/LM,31,31,false
PER,1978,La Rosa,guillermo-la-rosa,19,72,ST/RW,72,9,false
PER,1978,Sotil,hugo-sotil,20,79,ST/CM,79,36,false
PER,1978,Quiroga,ramon-quiroga,21,77,GK,0,77,false
PER,1978,Roberto Rojas,roberto-rojas,22,69,LB/CB,8,69,false
POL,1974,Fischer,andrzej-fischer,1,68,GK,0,68,false
POL,1974,Tomaszewski,jan-tomaszewski,2,84,GK,0,84,false
POL,1974,Kalinowski,zygmunt-kalinowski,3,67,GK,0,67,false
POL,1974,Szymanowski,antoni-szymanowski,4,80,RB/RM,36,80,false
POL,1974,Gut,zbigniew-gut,5,70,CB/LB,8,70,false
POL,1974,Gorgoń,jerzy-gorgon,6,82,CB,10,82,false
POL,1974,Wieczorek,henryk-wieczorek,7,73,CM/LM,33,33,false
POL,1974,Bulzacki,miroslaw-bulzacki,8,72,CB/RB,9,72,false
POL,1974,Żmuda,wladyslaw-zmuda,9,83,CB/RB,10,83,false
POL,1974,Musiał,adam-musial,10,78,LB/LM,35,78,false
POL,1974,Ćmikiewicz,leslaw-cmikiewicz,11,73,CM/RM,33,33,false
POL,1974,Deyna,kazimierz-deyna,12,86,CM/RM,39,39,true
POL,1974,Kasperczak,henryk-kasperczak,13,79,RM/CM,36,36,false
POL,1974,Maszczyk,zygmunt-maszczyk,14,77,CM/RM,35,35,false
POL,1974,Jakóbczak,roman-jakobczak,15,69,ST/RW,69,8,false
POL,1974,Lato,grzegorz-lato,16,86,RW/ST,86,10,true
POL,1974,Szarmach,andrzej-szarmach,17,83,ST/LW,83,10,false
POL,1974,Gadocha,robert-gadocha,18,82,LW/LM,82,37,false
POL,1974,Domarski,jan-domarski,19,74,ST/RW,74,9,false
POL,1974,Kapka,zdzislaw-kapka,20,69,LM/LW,69,31,false
POL,1974,Kmiecik,kazimierz-kmiecik,21,71,ST/LW,71,9,false
POL,1974,Kusto,marek-kusto,22,70,ST/RW,70,8,false
POL,1978,Tomaszewski,jan-tomaszewski,1,85,GK,0,85,false
POL,1978,Mazur,wlodzimierz-mazur,2,70,ST/LW,70,8,false
POL,1978,Maculewicz,henryk-maculewicz,3,75,LB/CB,9,75,false
POL,1978,Szymanowski,antoni-szymanowski,4,79,RB/CB,9,79,false
POL,1978,Nawałka,adam-nawalka,5,74,CM/RM,33,33,false
POL,1978,Gorgoń,jerzy-gorgon,6,80,CB,10,80,false
POL,1978,Iwan,andrzej-iwan,7,73,RW/ST,73,9,false
POL,1978,Kasperczak,henryk-kasperczak,8,80,CM/RM,36,36,false
POL,1978,Żmuda,wladyslaw-zmuda,9,86,CB/RB,10,86,false
POL,1978,Rudy,wojciech-rudy,10,73,RB/CB,9,73,false
POL,1978,Masztaler,bohdan-masztaler,11,74,CM/LM,33,33,false
POL,1978,Deyna,kazimierz-deyna,12,89,CM,40,40,true
POL,1978,Kupcewicz,janusz-kupcewicz,13,71,RB/RM,32,71,false
POL,1978,Justek,miroslaw-justek,14,72,CB/LB,9,72,false
POL,1978,Kusto,marek-kusto,15,73,CM/RM,33,33,false
POL,1978,Lato,grzegorz-lato,16,87,RW/ST,87,10,true
POL,1978,Szarmach,andrzej-szarmach,17,83,ST,83,10,false
POL,1978,Boniek,zbigniew-boniek,18,88,ST/RW,88,11,true
POL,1978,Lubański,wlodzimierz-lubanski,19,85,ST,85,10,false
POL,1978,Wójcicki,roman-wojcicki,20,68,RB/CB,8,68,false
POL,1978,Kukla,zygmunt-kukla,21,70,GK,0,70,false
POL,1978,Kostrzewa,zdzislaw-kostrzewa,22,67,GK,0,67,false
POL,1982,Młynarczyk,jozef-mlynarczyk,1,81,GK,0,81,false
POL,1982,Dziuba,marek-dziuba,2,76,RB/RM,34,76,false
POL,1982,Kupcewicz,janusz-kupcewicz,3,79,CM/RM,36,36,false
POL,1982,Dolny,tadeusz-dolny,4,70,RB/CB,8,70,false
POL,1982,Janas,pawel-janas,5,80,CB,10,80,false
POL,1982,Skrobowski,piotr-skrobowski,6,68,CB/LB,8,68,false
POL,1982,Jałocha,jan-jalocha,7,73,LB/LM,33,73,false
POL,1982,Matysik,waldemar-matysik,8,77,RM/CM,35,35,false
POL,1982,Żmuda,wladyslaw-zmuda,9,84,CB/RB,10,84,false
POL,1982,Majewski,stefan-majewski,10,75,CB/RB,9,75,false
POL,1982,Smolarek,wlodzimierz-smolarek,11,81,LW/ST,81,10,false
POL,1982,Wójcicki,roman-wojcicki,12,76,CB/LB,9,76,false
POL,1982,Buncol,andrzej-buncol,13,74,CM/LM,33,33,false
POL,1982,Pałasz,andrzej-palasz,14,71,LM/CM,32,32,false
POL,1982,Ciołek,wlodzimierz-ciolek,15,72,ST/LW,72,9,false
POL,1982,Lato,grzegorz-lato,16,83,RW/ST,83,10,true
POL,1982,Szarmach,andrzej-szarmach,17,80,ST/LW,80,10,false
POL,1982,Kusto,marek-kusto,18,71,ST/RW,71,9,false
POL,1982,Iwan,andrzej-iwan,19,74,ST/RW,74,9,false
POL,1982,Boniek,zbigniew-boniek,20,86,CM/RW/ST,86,39,true
POL,1982,Kazimierski,jacek-kazimierski,21,68,GK,0,68,false
POL,1982,Mowlik,piotr-mowlik,22,67,GK,0,67,false
POR,2006,Ricardo,ricardo,1,83,GK,0,83,false
POR,2006,Paulo Ferreira,paulo-ferreira,2,80,RB/RM,36,80,false
POR,2006,Caneira,marco-caneira,3,74,LB/CB,9,74,false
POR,2006,Ricardo Costa,ricardo-costa,4,68,CB,8,68,false
POR,2006,Meira,fernando-meira,5,78,CB,9,78,false
POR,2006,Costinha,costinha,6,80,CM,36,36,false
POR,2006,Figo,luis-figo,7,88,RM/CM/RW,88,40,true
POR,2006,Petit,petit,8,78,CM,35,35,false
POR,2006,Pauleta,pauleta,9,83,ST,83,10,false
POR,2006,Hugo Viana,hugo-viana,10,71,CM/LM,32,32,false
POR,2006,Simão,simao,11,82,LW/LM/RW,82,37,false
POR,2006,Quim,quim,12,74,GK,0,74,false
POR,2006,Miguel,miguel,13,79,RB/RM,36,79,false
POR,2006,Nuno Valente,nuno-valente,14,74,LB,9,74,false
POR,2006,Boa Morte,luis-boa-morte,15,72,LM/LW/ST,72,32,false
POR,2006,Ricardo Carvalho,ricardo-carvalho,16,86,CB,10,86,false
POR,2006,Cristiano Ronaldo,cristiano-ronaldo,17,85,RW/LW/ST,85,10,true
POR,2006,Maniche,maniche,18,81,CM/RM,36,36,false
POR,2006,Tiago,tiago,19,78,CM,35,35,false
POR,2006,Deco,deco,20,87,CM,39,39,true
POR,2006,Nuno Gomes,nuno-gomes,21,78,ST,78,9,false
POR,2006,Paulo Santos,paulo-santos,22,66,GK,0,66,false
POR,2006,Postiga,helder-postiga,23,74,ST/LW,74,9,false
POR,2018,Rui Patrício,rui-patricio,1,84,GK,0,84,false
POR,2018,Bruno Alves,bruno-alves,2,74,CB,9,74,false
POR,2018,Pepe,pepe,3,84,CB,10,84,false
POR,2018,Manuel Fernandes,manuel-fernandes,4,72,CM,32,32,false
POR,2018,Guerreiro,raphael-guerreiro,5,81,LB/LM,36,81,false
POR,2018,José Fonte,jose-fonte,6,74,CB,9,74,false
POR,2018,Cristiano Ronaldo,cristiano-ronaldo,7,92,ST/LW/RW,92,11,true
POR,2018,Moutinho,joao-moutinho,8,82,CM/RM,37,37,false
POR,2018,André Silva,andre-silva,9,76,ST,76,9,false
POR,2018,João Mário,joao-mario,10,75,CM/RM,34,34,false
POR,2018,Bernardo Silva,bernardo-silva,11,84,RM/CM/RW,84,38,false
POR,2018,Anthony Lopes,anthony-lopes,12,76,GK,0,76,false
POR,2018,Rúben Dias,ruben-dias,13,77,CB,9,77,false
POR,2018,William Carvalho,william-carvalho,14,79,CM,36,36,false
POR,2018,Ricardo Pereira,ricardo-pereira,15,77,RB/RM,35,77,false
POR,2018,Bruno Fernandes,bruno-fernandes,16,78,CM/RM,35,35,false
POR,2018,Gonçalo Guedes,goncalo-guedes,17,76,LW/ST/RW,76,9,false
POR,2018,Gelson Martins,gelson-martins,18,75,RW/LW,75,9,false
POR,2018,Mário Rui,mario-rui,19,71,LB,9,71,false
POR,2018,Quaresma,ricardo-quaresma,20,77,RW/LW,77,9,false
POR,2018,Cédric,cedric,21,74,RB/RM,33,74,false
POR,2018,Beto,beto,22,66,GK,0,66,false
POR,2018,Adrien Silva,adrien-silva,23,73,CM,33,33,false
POR,2022,Rui Patrício,rui-patricio,1,81,GK,0,81,false
POR,2022,Dalot,diogo-dalot,2,78,RB/RM,35,78,false
POR,2022,Pepe,pepe,3,80,CB,10,80,false
POR,2022,Rúben Dias,ruben-dias,4,86,CB,10,86,false
POR,2022,Guerreiro,raphael-guerreiro,5,80,LB/LM,36,80,false
POR,2022,Palhinha,joao-palhinha,6,79,CM,36,36,false
POR,2022,Cristiano Ronaldo,cristiano-ronaldo,7,86,ST/LW,86,10,true
POR,2022,Bruno Fernandes,bruno-fernandes,8,85,CM/RM,38,38,false
POR,2022,André Silva,andre-silva,9,76,ST,76,9,false
POR,2022,Bernardo Silva,bernardo-silva,10,86,CM/RM/RW,86,39,false
POR,2022,João Félix,joao-felix,11,80,ST/LW/CM,80,36,false
POR,2022,José Sá,jose-sa,12,74,GK,0,74,false
POR,2022,Danilo Pereira,danilo-pereira,13,76,CM/CB,34,76,false
POR,2022,William Carvalho,william-carvalho,14,77,CM,35,35,false
POR,2022,Rafael Leão,rafael-leao,15,82,LW/ST,82,10,false
POR,2022,Vitinha,vitinha,16,78,CM,35,35,false
POR,2022,João Mário,joao-mario,17,75,CM/RM,34,34,false
POR,2022,Rúben Neves,ruben-neves,18,78,CM,35,35,false
POR,2022,Nuno Mendes,nuno-mendes,19,80,LB/LM,36,80,false
POR,2022,Cancelo,joao-cancelo,20,84,RB/LB/RM,38,84,false
POR,2022,Ricardo Horta,ricardo-horta,21,73,LW/ST/RW,73,9,false
POR,2022,Diogo Costa,diogo-costa,22,79,GK,0,79,false
POR,2022,Matheus Nunes,matheus-nunes,23,76,CM,34,34,false
POR,2022,António Silva,antonio-silva,24,74,CB,9,74,false
POR,2022,Otávio,otavio,25,75,RM/CM/RW,75,34,false
POR,2022,Gonçalo Ramos,goncalo-ramos,26,76,ST,76,9,false
POR,2026,Diogo Costa,diogo-costa,1,85,GK,0,85,false
POR,2026,Nélson Semedo,nelson-semedo,2,80,RB/RM,36,80,false
POR,2026,Rúben Dias,ruben-dias,3,88,CB,11,88,false
POR,2026,Tomás Araújo,tomas-araujo,4,78,CB,9,78,false
POR,2026,Dalot,diogo-dalot,5,82,RB/RM/LB,37,82,false
POR,2026,Matheus Nunes,matheus-nunes,6,80,CM/RM,36,36,false
POR,2026,Cristiano Ronaldo,cristiano-ronaldo,7,85,ST/LW,85,10,true
POR,2026,Bruno Fernandes,bruno-fernandes,8,89,CM/RM,40,40,false
POR,2026,Gonçalo Ramos,goncalo-ramos,9,81,ST,81,10,false
POR,2026,Bernardo Silva,bernardo-silva,10,88,CM/RM/RW,88,40,false
POR,2026,João Félix,joao-felix,11,80,ST/LW/CM,80,36,false
POR,2026,José Sá,jose-sa,12,76,GK,0,76,false
POR,2026,Renato Veiga,renato-veiga,13,77,CB/LB,9,77,false
POR,2026,Gonçalo Inácio,goncalo-inacio,14,82,CB,10,82,false
POR,2026,João Neves,joao-neves,15,86,CM/RM,39,39,false
POR,2026,Trincão,francisco-trincao,16,79,RW/LW/ST,79,9,false
POR,2026,Rafael Leão,rafael-leao,17,85,LW/ST/LM,85,38,false
POR,2026,Pedro Neto,pedro-neto,18,80,RW/LW/LM,80,36,false
POR,2026,Gonçalo Guedes,goncalo-guedes,19,77,LW/ST/RW,77,9,false
POR,2026,Cancelo,joao-cancelo,20,83,RB/LB/RM,37,83,false
POR,2026,Rúben Neves,ruben-neves,21,79,CM,36,36,false
POR,2026,Rui Silva,rui-silva,22,75,GK,0,75,false
POR,2026,Vitinha,vitinha,23,86,CM/RM,39,39,false
POR,2026,Samú Costa,samu-costa,24,75,CM/RM,34,34,false
POR,2026,Nuno Mendes,nuno-mendes,25,85,LB/LM,38,85,false
POR,2026,Francisco Conceição,francisco-conceicao,26,78,RW/LW/LM,78,35,false
ROU,1970,Răducanu,necula-raducanu,1,76,GK,0,76,false
ROU,1970,Sătmăreanu,lajos-satmareanu,2,72,RB,9,72,false
